0.	<i>adj</i><br><ol><li>0th</li></ol>
nudd|nudds|nuddið|nuddinu|nuddsins|nuddi	<i>noun</i><br><ol><li>rubbing</li><li>massage</li><li>nagging, importunity</li></ol>
nudda|þið nudduðuð|það nuddast|þú nuddaðir|predicatively|þið nuddist|þú nuddist|nuddastu|nuddaði|nuddaða|nuddast (þú)|þú nuddast|þið nuddið|nuddandist|það nuddi|við nudduðumst|nuddaðar|nuddast|hún|nuddandi|það nuddist|þau nudduðu|að nudda|nudda (þú)|nudduð|nuddaðs|nuddiði|nudduðu|ég nuddist|nudduðum|only for explicatory subclauses|þau nuddi|þau nuddist|það nuddaði|nuddaðir|nuddaðri|við nudduðum|nuddaðu|þú nuddar|þeir|við nuddumst|það nuddaðist|nuddisti|þau nudda|ég nuddaðist|it is never used attributively|ég nuddaði|nuddið (þið)|ég nuddast|nuddað|þið nudduðust|nuddaðrar|þau nuddast|hann|að nuddast|það nuddar|þau nudduðust|nuddist (þið)|ég nudda|þú nuddaðist|nuddaður|nuddaðan|nuddaðra|nuddar|þú nuddir|þær|ég nuddi|við nuddum	<i>verb</i><br><ol><li>(transitive, with accusative) to rub</li></ol>
nykra|nykrum|nykrunnar|nykran|nykruna|nykrunum|nykranna|nykrurnar|nykrunni|nykru|nykrur	<i>noun</i><br><ol><li>pondweed (plant of the genus Potamogeton)</li></ol>
nykur|nykrinum|nykursins|nykri|nykru|nykrar|nykurinn|nykrunum|nykrarnir|nykrur|nykrunnar|nykran|nykruna|nykrum|nykrana|nykranna|nykrurnar|nykrunni|nykurs|nykra	<i>noun</i><br><ol><li>(mythology) a water-demon, the nixie, the nick; (mostly appearing as a grey horse-like creature with inverted hoofs and forward fetlocks that emerges from lakes)</li></ol>
nyrðra	<i>adv</i><br><ol><li>in the north</li></ol>
nyt|nytina|nytjarinnar|nytjarnar|nytinni|nytja|nytjum|nytjar|nytin|nytjunum|nytjanna	<i>noun</i><br><ol><li>use, usefulness</li><li>the amount of milk produced by a sheep or cow; yield</li></ol>
nytjafiskur|nytjafiskurinn|nytjafisk|nytjafisknum|nytjafisks|nytjafiskum|nytjafiskinn|nytjafiskarnir|nytjafiskunum|nytjafiskanna|nytjafisksins|nytjafiskinum|nytjafiskana|nytjafiski|nytjafiska|nytjafiskar	<i>noun</i><br><ol><li>fish that is used, hunted and eaten</li></ol>
nytsamlegur|nytsamlegastan|nytsamlegan|nytsamlegustum|nytsamlegu|nytsamlegrar|nytsamlegastir|nytsamlegar|nytsamlegasti|nytsamlegastrar|nytsamlegi|nytsamlegir|nytsamlegasts|nytsamlegastri|nytsamlegastra|nytsamlegri|nytsamlega|nytsamlegum|nytsamlegastar|nytsamlegra|nytsamleg|nytsamlegastur|nytsamlegust|nytsamlegasta|nytsamlegast|nytsamlegt|nytsamlegustu|nytsamlegs	<i>adj</i><br><ol><li>useful</li></ol>
nytsamur|nytsömum|nytsamastar|nytsamasts|nytsamri|nytsamari|nytsami|nytsamastri|nytsamastir|nytsamastur|nytsömu|nytsamastan|nytsömust|nytsams|nytsöm|nytsamara|nytsama|nytsamastrar|nytsamasti|nytsömustu|nytsamast|nytsamir|nytsamastra|nytsamasta|nytsamrar|nytsamt|nytsaman|nytsamar|nytsamra|nytsömustum	<i>noun</i><br><ol><li>useful</li></ol>
nytsemi|nytsemin|nytseminnar|nytsemina|nytseminni	<i>noun</i><br><ol><li>usefulness, use</li></ol>
ná|næ	<i>verb</i><br><ol><li>(transitive, with dative) to reach (a place)</li><li>(transitive, with dative) to get, catch, apprehend (a physical object)</li><li>(transitive, with dative) to reach, attain (a goal)</li></ol>
ná hámarki	<i>verb</i><br><ol><li>to peak, to culminate</li></ol>
ná sér	<i>verb</i><br><ol><li>to pull through</li><li>to recover, to become well again</li><li>(chiefly used of a person) to pull oneself together, to recover health or strength, to rally, recuperate</li></ol>
ná sér í	<i>verb</i><br><ol><li>to get oneself, to acquire, help oneself to</li></ol>
ná í	<i>verb</i><br><ol><li>to fetch an item; to go get something or someone</li><li>to go and pick someone up by car</li><li>to be able to reach an item</li><li>to be able to reach someone by telephone</li></ol>
nábrók|nábrókar|nábrækur	<i>noun</i><br><ol><li>(historical) a pair of pants made from the skin of the lower half (below the waist) of a dead man, used for sorcery: necropants</li></ol>
nábítur|nábitinn|nábítanna|nábíta|nábit|nábitunum|nábít|nábitirnir|nábita|nábítarnir|nábits|nábítum|nábiti|nábítir|nábitanna|nábítunum|nábítana|nábítar|nábitina|nábítinn|nábitsins|nábitnum|nábíts|nábítsins|nábíturinn|nábiturinn|nábitir|nábítnum|nábitur|nábitum	<i>noun</i><br><ol><li>pyrosis, heartburn</li></ol>
nábúi|nábúana|nábúanum|nábúann|nábúinn|nábúans|nábúa|nábúarnir|nábúum|nábúanna|nábúunum|nábúar	<i>noun</i><br><ol><li>(rare) neighbour</li></ol>
nágranni|nágranna|nágrannanum|nágrannans|nágrannanna|nágrannarnir|nágrannann|nágranninn|nágrönnunum|nágrönnum|nágrannar|nágrannana	<i>noun</i><br><ol><li>neighbour</li></ol>
nágrenni|nágrennis|nágrennisins|nágrennið|nágrenninu	<i>noun</i><br><ol><li>neighbourhood</li></ol>
náhvalur|náhvalanna|náhvalinn|náhvali|náhvalina|náhval|náhvalnum|náhvalurinn|náhvölunum|náhvala|náhvalsins|náhvalir|náhvalirnir|náhvölum|náhvals	<i>noun</i><br><ol><li>narwhal (Monodon monoceros)</li></ol>
náhveli|náhvelisins|náhvelum|náhvelið|náhvelunum|náhvelis|náhvelinu|náhvelin|náhvela|náhvelanna	<i>noun</i><br><ol><li>narwhal</li></ol>
náinn|náið|náin	<i>adj</i><br><ol><li>intimate, attached</li><li>near (not far away in relationship)</li></ol>
nák	<i>intj</i><br><ol><li>(slang, enthusiastic or humorous) exactly!</li></ol>
nákvæmlega|nákvæmlegast|nákvæmlegar	<i>adv</i><br><ol><li>exactly</li></ol>
nákvæmlegur|nákvæmlegri|nákvæmlegustum|nákvæmlegir|nákvæmlegastra|nákvæmlegasti|nákvæmlegi|nákvæmlega|nákvæmlegrar|nákvæmlegastir|nákvæmleg|nákvæmlegastri|nákvæmlegu|nákvæmlegs|nákvæmlegust|nákvæmlegasts|nákvæmlegastan|nákvæmlegustu|nákvæmlegastrar|nákvæmlegast|nákvæmlegum|nákvæmlegra|nákvæmlegastur|nákvæmlegar|nákvæmlegt|nákvæmlegastar|nákvæmlegasta|nákvæmlegan	<i>adj</i><br><ol><li>exact, precise</li></ol>
nákvæmni|nákvæmnina|nákvæmnin|nákvæmninnar|nákvæmninni	<i>noun</i><br><ol><li>precision</li></ol>
nákvæmur|nákvæmir|nákvæmastra|nákvæmastrar|nákvæmra|nákvæmasti|nákvæmrar|nákvæmt|nákvæmastur|nákvæmar|nákvæmastir|nákvæmustu|nákvæmastan|nákvæmu|nákvæmara|nákvæmari|nákvæmastri|nákvæmum|nákvæmastar|nákvæmast|nákvæms|nákvæmasta|nákvæman|nákvæmi|nákvæma|nákvæmri|nákvæmustum|nákvæmust|nákvæm|nákvæmasts	<i>adj</i><br><ol><li>exact</li><li>thorough</li><li>careful</li></ol>
nál|nálar|nála|nálarinnar|nálina|nálanna|nálum|nálunum|nálarnar|nálin|nálinni	<i>noun</i><br><ol><li>needle</li></ol>
náladofi|náladofanum|náladofa|náladofann|náladofans|náladofinn	<i>noun</i><br><ol><li>acanthesthesia, pins and needles</li></ol>
nálaprentari|nálaprenturum|nálaprentaranna|nálaprentara|nálaprentarans|nálaprenturunum|nálaprentarinn|nálaprentaranum|nálaprentarana|nálaprentararnir|nálaprentarann|nálaprentarar	<i>noun</i><br><ol><li>(computer hardware) dot matrix printer</li></ol>
nálarauga|nálaraugun|nálaraugna|nálaraugnanna|nálaraugans|nálaraugum|nálaraugunum|nálaraugað|nálaraugu|nálarauganu	<i>noun</i><br><ol><li>the eye of a needle</li></ol>
nálgast	<i>verb</i><br><ol><li>to near</li></ol>
nálgunarbann|nálgunarbannið|nálgunarbönnum|nálgunarbannsins|nálgunarbanna|nálgunarbanns|nálgunarbanninu|nálgunarbönnin|nálgunarbannanna|nálgunarbönnunum|nálgunarbanni|nálgunarbönn	<i>noun</i><br><ol><li>restraining order</li></ol>
nálægt	<i>adv</i><br><ol><li>near</li></ol>
nálægur|nálægri|nálægustu|nálægastrar|nálægust|nálægir|nálægustum|nálægs|nálægasts|nálægast|nálægastra|nálægu|nálægastri|nálægastar|nálægasta|nálæga|nálægastur|nálægt|nálægi|nálægastan|nálægar|nálægari|nálægan|nálægara|nálægastir|nálægrar|nálægra|nálægasti|nálægum|nálæg	<i>adj</i><br><ol><li>near, nearby, close, close by</li><li>present, in attendance</li><li>(phonology) high, close</li></ol>
nám|námið|náms|námi|náminu|námsins	<i>noun</i><br><ol><li>studies, studying</li><li>removal</li></ol>
náma|námanna|náman|námunni|námunnar|námuna|námu|námunum|námurnar|námum|námur	<i>noun</i><br><ol><li>mine, pit</li><li>quarry</li><li>reservoir</li></ol>
námsbraut|námsbrauta|námsbrautar|námsbrautunum|námsbrautina|námsbrautum|námsbrautarinnar|námsbrautanna|námsbrautinni|námsbrautin|námsbrautir|námsbrautirnar	<i>noun</i><br><ol><li>course (learning program)</li></ol>
námskeið|námskeiðsins|námskeiða|námskeiðinu|námskeiðið|námskeiðum|námskeiðs|námskeiði|námskeiðunum|námskeiðanna|námskeiðin	<i>noun</i><br><ol><li>course (learning program)</li></ol>
námslán|námsláni|námsláns|námslánið|námslánanna|námslána|námsláninu|námslánunum|námslánsins|námslánum|námslánin	<i>noun</i><br><ol><li>student loan</li></ol>
námsmaður|námsmannanna|námsmenn|námsmanninn|námsmönnum|námsmennirnir|námsmannsins|námsmaðurinn|námsmennina|námsmann|námsmanna|námsmanns|námsmönnunum|námsmanni|námsmanninum	<i>noun</i><br><ol><li>student</li></ol>
námsskrá|námskráarinnar|námskrána|námsskráar|námskránum|námsskráin|námskrárnar|námskráin|námsskráa|námskrá|námsskrár|námskráar|námskránna|námskrárinnar|námskrár|námsskráarinnar|námsskránna|námsskrám|námsskrárnar|námsskrána|námsskránni|námsskránum|námskráa|námsskrárinnar|námskrám|námskránni	<i>noun</i><br><ol><li>(education) curriculum</li></ol>
nánar	<i>adv</i><br><ol><li>more accurately, more closely, more completely</li></ol>
nánast	<i>adv</i><br><ol><li>almost, nearly, practically</li></ol>
nánd|nánda|nándin|nándar|nándanna|nándinni|nándirnar|nándunum|nándarinnar|nándina|nándum|nándir	<i>noun</i><br><ol><li>proximity, closeness, nearness</li></ol>
nár|náir|náunum|nái|ná|nánum|náum|násins|náinn|náirnir|náminu|nás|náms|náa|náanna|nám|námið|náina|nárinn|námi|námsins	<i>noun</i><br><ol><li>a dead or lifeless body, a human corpse</li></ol>
náttfari|náttfarans|náttförum|náttfarana|náttfaranum|náttförunum|náttfarinn|náttfarar|náttfararnir|náttfaranna|náttfara|náttfarann	<i>noun</i><br><ol><li>nightjar</li></ol>
náttföt|náttfötin|náttfata|náttfötunum|náttfatanna|náttfötum	<i>noun</i><br><ol><li>pajamas, nightclothes</li></ol>
nátthrafn|nátthrafns|nátthrafnarnir|nátthrafnanna|nátthrafnar|nátthrafnnum|nátthrafninn|nátthrafnana|nátthröfnunum|nátthrafna|nátthröfnum|nátthrafnsins	<i>noun</i><br><ol><li>night owl</li></ol>
náttmál|náttmálum|náttmáli|náttmálunum|náttmálið|náttmálanna|náttmálinu|náttmála|náttmáls|náttmálin|náttmálsins	<i>noun</i><br><ol><li>the start of the night, roughly 9 p.m.; the start of the last of the eight eyktir</li></ol>
náttúra|náttúrunni|náttúru|náttúrum|náttúranna|náttúrur|náttúrunnar|náttúrurnar|náttúruna|náttúran|náttúrunum	<i>noun</i><br><ol><li>nature</li></ol>
náttúrulaug	<i>noun</i><br><ol><li>hot spring (suitable for humans)</li></ol>
náttúrulegur|náttúrulegum|náttúruleg|náttúrulegu|náttúrulegastrar|náttúrulegust|náttúrulegastra|náttúrulegt|náttúrulegi|náttúrulegar|náttúrulegs|náttúrulegastur|náttúrulegir|náttúrulegast|náttúrulegrar|náttúrulegustum|náttúrulegri|náttúrulegasti|náttúrulegastri|náttúrulegastar|náttúrulegra|náttúrulegastan|náttúrulegastir|náttúrulegustu|náttúrulegasts|náttúrulegan|náttúrulegasta|náttúrulega	<i>adj</i><br><ol><li>natural</li></ol>
náttúruperla|náttúruperlurnar|náttúruperlur|náttúruperlunnar|náttúruperlu|náttúruperlan|náttúruperlanna|náttúruperlunum|náttúruperlunni|náttúruperluna|náttúruperlnanna|náttúruperlum|náttúruperlna	<i>noun</i><br><ol><li>a stunning or unique nature attraction</li></ol>
náttúrusaga|náttúrusögu|náttúrusögunni|náttúrusagan|náttúrusöguna|náttúrusögunnar	<i>noun</i><br><ol><li>natural history</li></ol>
náttúruval|náttúruvali|náttúruvalinu|náttúruvalsins|náttúruvalið|náttúruvals	<i>noun</i><br><ol><li>natural selection</li></ol>
náttúruvá|náttúruvár|náttúruvárinnar|náttúruvána|náttúruváar|náttúruvánni|náttúruváarinnar|náttúruváin	<i>noun</i><br><ol><li>natural hazard (e.g. volcanism, avalanches)</li></ol>
nátíð|nátíðinni|nátíðarinnar|nátíðar|nátíðina|nátíðin	<i>noun</i><br><ol><li>(grammar, obsolete, rare) present tense</li></ol>
náungi|náunga|náunganum|náunganna|náungum|náungans|náunginn|náungunum|náungann|náungana|náungar|náungarnir	<i>noun</i><br><ol><li>guy, fellow, dude, chap</li><li>neighbour</li></ol>
návígi|návígið|návíginu|návígisins|návígis	<i>noun</i><br><ol><li>close combat, hand-to-hand combat, melee</li></ol>
náæta|náætu|náætunum|náætanna|náætna|náætum|náætnanna|náætunni|náæturnar|náætan|náætunnar|náætuna|náætur	<i>noun</i><br><ol><li>(mythology, folklore) a ghoul; (a spirit said to feed on corpses)</li></ol>
náð|náðirnar|náðanna|náðarinnar|náða|náðin|náðar|náðina|náðir|náðinni|náðunum|náðum	<i>noun</i><br><ol><li>mercy, grace</li><li>rest, peace</li></ol>
náða|þið náðist|að náðast|náðið (þið)|þið náðið|það náðast|náðuðu|predicatively|náðisti|náðast (þú)|það náðar|þú náðir|það náðist|náðaðra|ég náða|hún|náðaðan|náðaðs|ég náðaðist|þau náðast|þau náði|náðaðrar|náðiði|náðast|náðað|að náða|þau náða|only for explicatory subclauses|þau náðuðu|þau náðist|náðist (þið)|þau náðuðust|þú náðist|ég náði|náða (þú)|þeir|náðaðu|náðaðir|náðaðar|náðuðum|náðandi|þú náðar|náðuð|it is never used attributively|náðastu|ég náðist|hann|þú náðast|náðandist|þú náðaðir|ég náðast|við náðuðumst|þið náðuðust|náðaður|náðaðri|náðaða|það náðaðist|þú náðaðist|við náðum|við náðuðum|náðaði|við náðumst|ég náðaði|það náði|þið náðuðuð|þær|það náðaði	<i>verb</i><br><ol><li>to pardon (grant an official pardon for a crime)</li></ol>
náðhús|náðhúsin|náðhúss|náðhúsið|náðhússins|náðhúsi|náðhúsa|náðhúsum|náðhúsinu|náðhúsunum|náðhúsanna	<i>noun</i><br><ol><li>privy, toilet</li></ol>
nægilega	<i>adv</i><br><ol><li>enough, sufficiently</li></ol>
nægilegur|nægilegustum|nægilegustu|nægilegar|nægileg|nægilegast|nægilegrar|nægilegastan|nægilega|nægilegir|nægilegum|nægilegan|nægilegasta|nægilegastrar|nægilegastri|nægilegri|nægilegs|nægilegasts|nægilegi|nægilegra|nægilegu|nægilegastur|nægilegasti|nægilegust|nægilegastra|nægilegt|nægilegastir|nægilegastar	<i>adj</i><br><ol><li>enough, sufficient</li></ol>
nægja|þú nægðir|nægt|ég nægði|þú nægðist|predicatively|það nægi|við nægjum|nægiði|ég nægi|ég nægist|nægst (þú)|þú nægir|nægjan|hún|nægðu|nægst|nægjuna|það nægir|nægstu|nægjandist|only for explicatory subclauses|að nægja|þau nægðu|nægisti|ég nægðist|við nægjumst|þau nægja|þið nægið|nægjunni|þeir|þau nægi|að nægjast|it is never used attributively|þau nægjast|hann|næg (þú)|nægju|nægist (þið)|nægjunnar|nægði|þau nægist|það nægðist|það nægði|nægjandi|við nægðum|nægið (þið)|það nægist|þið nægðust|við nægðumst|þú nægist|þið nægðuð|þið nægist|þau nægðust|þær	<i>verb</i><br><ol><li>to suffice, be enough</li></ol><br><i>noun</i><br><ol><li>what was needed, enough to be content with, (one's) fill</li></ol>
nægur|nægt|nægastri|nægastur|nægir|nægum|nægs|nægasts|nægastir|nægar|næga|nægrar|nægri|nægastan|nægu|nægari|nægustum|nægara|nægastra|nægan|nægasti|nægust|nægastar|næg|nægast|nægustu|nægasta|nægi|nægra|nægastrar	<i>adj</i><br><ol><li>enough, sufficient</li></ol>
næla|nælum|það næli|við nælum|nælds|að nælast|predicatively|nælst|næl (þú)|nælunum|þau nældu|það nælist|nældra|nældar|hún|nælan|þið nælið|nælið (þið)|nælt|þið nælduð|nældu|þið nældust|næld|nælda|nældum|nælu|þau nælist|næliði|það nælir|nældan|only for explicatory subclauses|nælst (þú)|þau næla|það nældist|nælist (þið)|þið nælist|það nældi|þú nælir|þú nældist|þeir|við nælumst|ég næli|nælisti|it is never used attributively|þau nælast|nælanna|þú nælist|þú nældir|ég nældist|ég nældi|hann|nælurnar|þau næli|ég nælist|nældur|nælur|nældir|að næla|við nældum|nældri|nælstu|nælandi|þau nældust|nælandist|nældi|næluna|við nældumst|nælunni|nældrar|þær|nælunnar	<i>verb</i><br><ol><li>(transitive, with dative) to pin</li></ol><br><i>noun</i><br><ol><li>pin, brooch</li><li>safety pin</li></ol>
nælon|nælonsins|næloninu|nælonið|nælons|næloni	<i>noun</i><br><ol><li>nylon</li></ol>
næmi|næmis|næminu|næmisins|næmið	<i>noun</i><br><ol><li>sensitivity</li></ol>
næmur|næmum|næmar|næmastrar|næmara|næmi|næmt|næmasta|næmu|næmust|næmri|næman|næmir|næmast|næmustum|næmastan|næma|næmastra|næmari|næmastri|næmasti|næmastir|næmasts|næmrar|næm|næms|næmastar|næmra|næmustu|næmastur	<i>adj</i><br><ol><li>quick, fast-thinking, intelligent</li><li>sensitive, keen</li><li>contagious</li></ol>
næpa|næpunni|næpnanna|næpum|næpur|næpa|næpna|næpunnar|næpanna|næpurnar|næpunum|næpu|næpuna|næpan	<i>noun</i><br><ol><li>turnip (the white root vegetable of Brassica rapa)</li><li>(architecture) onion dome</li><li>chill air, cold wind</li></ol>
nær	<i>adv</i><br><ol><li>nearer, closer</li></ol>
nær dauða en lífi	<i>phrase</i><br><ol><li>(idiomatic) meaning that one is closer to death than life</li></ol>
næra|það nærði|það nærir|nærðs|nært|við nærðum|þau nærðu|predicatively|nærði|nærður|nærið (þið)|nærandi|þau nærðust|við nærum|þið nærðuð|nærst|þið nærðust|nærst (þú)|hún|þau nærast|ég nærði|nærða|þið nærist|þið nærið|nærð|ég næri|þau næra|nærðum|þú nærir|nærðar|ég nærist|only for explicatory subclauses|nærðra|nær (þú)|næristi|nærandist|þær|þeir|það nærist|við nærumst|þau nærist|ég nærðist|nærðir|nærðrar|it is never used attributively|það nærðist|þú nærist|hann|nærðu|næriði|nærðan|þú nærðist|nærðri|að næra|að nærast|það næri|nærstu|þau næri|við nærðumst|nærist (þið)|þú nærðir	<i>verb</i><br><ol><li>to nourish</li></ol>
