13.	<i>adj</i><br><ol><li>13th</li></ol>
lítillátin|lítillátnum|lítillátna|lítillátins|lítillátnari|lítillátnan|lítillátið|lítillátnar|lítillátnir	<i>adj</i><br><ol><li>modest, humble</li><li>(contextual) bad, evil</li></ol>
lív|lívunum|líva|lívs|lívsins|lívið|lívini|lívum|lívinum|lívanna|lívi	<i>noun</i><br><ol><li>life</li><li>lifetime</li><li>lifestyle</li><li>circumstances of life</li><li>liveliness</li><li>(in phrases) body</li></ol>
líva|lívdi|lívið!|lívt|lívdur|lívandi|lívir|lívi|lívdu|lív!	<i>verb</i><br><ol><li>to shelter, shield</li><li>to spare</li></ol>
lívevnafrøði|lívevnafrøðin|lívevnafrøðini|lívevnafrøðina|lívevnafrøðinnar	<i>noun</i><br><ol><li>biochemistry</li></ol>
lívfrøði|lívfrøðini|lívfrøðinnar|lívfrøðin|lívfrøðina	<i>noun</i><br><ol><li>biology</li></ol>
lívga|lívgi|lívgaður|lívga!|lívgandi|lívgar|lívgið!|lívgað|lívgaði|lívgaðu	<i>verb</i><br><ol><li>to animate, to restore</li></ol>
lívmóðir|lívmøður|lívmóðirin|lívmóðurini|lívmøðurnar|lívmóðurina|lívmóðurinnar|lívmøðrnum|lívmøðranna|lívmøðra|lívmóður|lívmøðrum	<i>noun</i><br><ol><li>uterus</li></ol>
lívsýki|lívsýkið|lívsýkisins|lívsýkinum|lívsýkis	<i>noun</i><br><ol><li>diarrhoea, dysentery</li></ol>
líð|líðina|líðin|líðar|líðum|líðir|líða|líðarinnar|líðirnar|líðini|líðunum|líðanna	<i>noun</i><br><ol><li>slope (mostly bank slope at the coast)</li></ol>
líða|liðin|leið|liðu|liðið|líður|líðið!|leiðst|líðandi|líði|líð!	<i>verb</i><br><ol><li>to elapse (time)</li><li>to approach</li><li>to move smoothly</li><li>to suffer</li></ol>
lóg|lóga|lógirnar|lógir|lógini|lógina|lógin|lógum|lógunum|lóganna|lógarinnar|lógar	<i>noun</i><br><ol><li>law</li></ol>
lógv|láir|láa|láarinnar|láirnar|lónni|lónna|láanna|láum|lógv|láar|láunum|lógvin	<i>noun</i><br><ol><li>Eurasian golden plover (Pluvialis apricaria)</li><li>stretch of sandy beach, washed by the sea</li><li>the surf directly at the lógv (1)</li></ol>
lógvi|lógvan|lógvar|lógvanum|lógvunum|lógvarnir|lógvum|lógvans|lógvin|lógvanna|lógvarnar|lógva	<i>noun</i><br><ol><li>palm (of the hand)</li></ol>
lómur|lóms|lómarnar|lóminum|lómi|lóm|lómanna|lómarnir|lómum|lómurin|lómar|lómin|lóma|lómunum|lómsins	<i>noun</i><br><ol><li>red-throated diver (Gavia stellata)</li><li>diver, loon</li></ol>
løgdu|lagt|leggj!|leggja|legði|leggjið!|lagdur|løgdu|leggjandi|leggur|leggi	<i>verb</i><br><ol><li>we, you, they laid, plural paste tense form of leggja (to lay)</li></ol>
løgfrøði|løgfrøðini|løgfrøðina|løgfrøðinnar|løgfrøðin	<i>noun</i><br><ol><li>jurisprudence, law</li></ol>
løgin|løgnir|løgið|løgnastur|løgnari|løgnar|løgnum|løgins|løgna|løgnan	<i>adj</i><br><ol><li>weird, strange</li></ol>
løgmaður|løgmanninum|løgmansins|løgmenn|løgmanna|løgmann|løgmenninar|løgmans|løgmonnunum|løgmannin|løgmannanna|løgmanni|løgmenninir|løgmaðurin|løgmonnum	<i>noun</i><br><ol><li>Prime Minister of the Faroe Islands</li><li>(historical) law speaker</li></ol>
løgregla|løgreglu|løgregluni|løgreglanna|løgreglurnar|løgreglur|løgreglan|løgreglunnar|løgreglum|løgregluna|løgreglunum	<i>noun</i><br><ol><li>police</li><li>policeman</li></ol>
løgting|løgtingunum|løgtings|løgtinganna|løgtingum|løgtinginum|løgtingi|løgtingið|løgtingsins|løgtingini|løgtinga	<i>noun</i><br><ol><li>the parliament of the Faroe Islands</li><li>(historical) court of the Faroe Islands and Norway</li><li>smaller part of the Norwegian stórting with 1/4 of its members (between 1814 and 2009)</li></ol>
løgtingslimur|løgtingslimi|løgtingslimunum|løgtingslim|løgtingslimum|løgtingslimirnar|løgtingslimanna|løgtingslimar|løgtingslimin|løgtingsliminum|løgtingslimarins|løgtingslimurin|løgtingslimirnir|løgtingslima|løgtingslimir	<i>noun</i><br><ol><li>Member of Parliament in the Faroe Islands</li></ol>
løn|lønirnar|lønum|lønanna|lønunum|lønini|løna|lønina|lønin|lønir|lønar|lønarinnar	<i>noun</i><br><ol><li>wage, salary</li></ol>
løna|lønaði|løntu|lønar|løn|lønt|lønaðu|lønaður|lønið!|lønandi|løntur|lønti|lønir|løni|lønað|løna!	<i>verb</i><br><ol><li>to pay</li></ol>
løta|løtanna|løtum|løtuna|løturnar|løtan|løtunnar|løtuni|løtu|løtur|løtunum	<i>noun</i><br><ol><li>moment</li></ol>
løva|løvuni|løvanna|løvu|løvuna|løvum|løvunum|løvur|løvurnar|løvan|løvunnar	<i>noun</i><br><ol><li>(colloquial) lion (Panthera leo)</li></ol>
løða|løddu|løtt|løðandi|løðið!|løddi|løddur|løðir|løði|løð!	<i>verb</i><br><ol><li>to load</li></ol>
lúgva|leyg|lúgva!|logið|leygst|lúgva|lúgvað|lúgvaður|lýgur|lúgvar|lúgið!|lúgvið!|lúgvi|lugu|lúgvaðu|lúg!|lúgvandi|lúgvaði|login	<i>verb</i><br><ol><li>to lie, to tell lies</li><li>(transitive) To make sleepy or weary.</li></ol>
lúka|luku|lúk!|lokið|lúkuna|lúkur|leyk|lokin|lúkum|lúkunnar|lúkunum|lúkið!|lýkur|lúkanna|lúkan|lúku|leykst|lúkuni|lúkandi|lúki|lúkurnar	<i>verb</i><br><ol><li>to end, to finish</li></ol><br><i>noun</i><br><ol><li>hatch</li></ol>
lús|lúsin|lúsum|lúsa|lúsina|lýsnum|lýsnar|lúsini|lúsanna|lúsunum|lýs|lúsar|lúsarinnar	<i>noun</i><br><ol><li>louse</li></ol>
lúður|lúðursins|lúðrarnir|lúðranna|lúðrinum|lúðrarnar|lúðrar|lúðrum|lúðurs|lúðurin|lúðrunum|lúðra|lúðri	<i>noun</i><br><ol><li>lur, lure, horn</li></ol>
lýggjur|lýggjastur|lýggir|lýggjar|lýggjari|lýtt|lýggjum|lýggjan|lýggj|lýs|lýggja	<i>adj</i><br><ol><li>warm</li></ol>
lýra|lýrum|lýruni|lýrunum|lýrunnar|lýran|lýruna|lýranna|lýru|lýrurnar|lýrur	<i>noun</i><br><ol><li>lyre (stringed instrument)</li></ol>
lýri|lýrum|lýrunum|lýruni|lýrarnir|lýranum|lýra|lýrar|lýrin|lýrunnar|lýruna|lýranna|lýru|lýrurnar|lýrans|lýrur|lýrarnar|lýran|lýri	<i>noun</i><br><ol><li>lyre (stringed instrument)</li><li>spotted wolffish (Anarhichas minor)</li></ol>
lýsa|lýs!|lýsir|lýsandi|lýstu|lýsi|lýsti|lýstur|lýst|lýsið!	<i>verb</i><br><ol><li>to shine, to illuminate</li></ol>
lýsingarháttur|lýsingarháttinum|lýsingarhátti|abbreviation: lh.|lýsingarháttir|lýsingarháttunum|lýsingarhátta|lýsingarháttanna|lýsingarháttin|lýsingarhátturin|lýsingarháttirnir|lýsingarháttirnar|lýsingarhættirnir|lýsingarháttar|lýsingarháttum|lýsingarháttarins|lýsingarhátt|lýsingarhættir|lýsingarhættirnar	<i>noun</i><br><ol><li>(grammar) participle</li></ol>
lýsingarorð|lýsingarorðini|lýsingarorðið|lýsingarorðum|lýsingarorða|lýsingarorðs|lýsingarorðinum|lýsingarorðanna|lýsingarorðsins|lýsingarorði|lýsingarorðunum	<i>noun</i><br><ol><li>(grammar) adjective</li></ol>
lýða|lýð!|lýddu|lýddur|lýðið!|lýtt|lýðandi|lýði|lýðir|lýddi	<i>verb</i><br><ol><li>to listen (to) (with preposition á)</li><li>to obey</li></ol>
lýðveldi|lýðvelda|lýðveldir|lýðveldum|lýðveldini|lýðveldanna|lýðveldinum|lýðveldunum|lýðveldis|lýðveldisins|lýðveldnum|lýðveldið	<i>noun</i><br><ol><li>republic</li></ol>
m|M	<i>character</i><br><ol><li>The fifteenth letter of the Faroese alphabet, written in the Latin script.</li></ol>
m.a.	<i>adv</i><br><ol><li>among other things, amongst others</li></ol>
magi|magarnar|magans|maga|magum|maganum|magunum|magin|magar|maganna|magan|magarnir	<i>noun</i><br><ol><li>stomach</li></ol>
magur	<i>adj</i><br><ol><li>(Sandoy, rare) thin</li></ol>
mai	<i>noun</i><br><ol><li>May (month of the Gregorian calendar)</li></ol>
mais|maisina|maisarinnar|maisi|maisar|maisinum|maisini|maisið|maisins|maisin	<i>noun</i><br><ol><li>maize</li></ol>
makrelur|makrelanna|makrelunum|makrela|makrel|makrelum|makrelsins|makrelarnir|makreli|makrels|makrelarnar|makrelinum|makrelin|makrelar|makrelurin	<i>noun</i><br><ol><li>mackerel</li></ol>
makur|makan|maka|makir|møk|makar/ makrar|makar|makastur|maks|møkum|makt|makari|maka makra	<i>adj</i><br><ol><li>quiet, still, calm, tranquil</li></ol>
mala|malið!|mali|malandi|mólst|malið|mól|melur|mólu|mal!|malin	<i>verb</i><br><ol><li>to grind</li></ol>
maltiskt	<i>noun</i><br><ol><li>Maltese (language)</li></ol>
mamma|mammur|mammuna|mammu|mammum|mammunum|mammunnar|mammanna|mamman|mammurnar|mammuni	<i>noun</i><br><ol><li>mom, mum (colloquial word for mother)</li></ol>
man	<i>pron</i><br><ol><li>(colloquial) one, they (indefinite third-person singular pronoun)</li></ol>
mandarin|mandarinarinnar|mandarini|mandarinirnar|mandarinin|mandarinum|mandarina|mandarinini|mandarins|mandarinir|mandarinanna|mandarinunum|mandarinina|mandarin|mandarinar	<i>noun</i><br><ol><li>mandarin orange, mandarin (a small, sweet citrus fruit)</li><li>Mandarin</li></ol>
mandla|mandlunnar|mandluna|mandlu|mandluni|mandlunum|mandlur|mandlurnar|mandlum|mandlan|mandlanna	<i>noun</i><br><ol><li>(fruit) almond</li><li>(anatomy) tonsil</li></ol>
manga takk	<i>phrase</i><br><ol><li>many thanks</li></ol>
mangan|neuter form of mangur|manga|mongu|mangur|mangan|mangansins|mangs|mangar|mongum|mangari|mong|flestur|manganið|mangt|mangir|mangani|mangans|manganinum|fleiri	<i>adj</i><br><ol><li>many</li></ol><br><i>noun</i><br><ol><li>manganese</li></ol>
mangt|mangar|mongum|mangir|mangari|mangur|mong|neuter form of mangur|flestur|fleiri|mangan|mangt|manga|mangs|mongu	<i>adj</i><br><ol><li>many</li></ol>
mangur|mangar|mongum|mangir|mangari|mangur|mong|neuter form of mangur|flestur|fleiri|mangt|mangan|manga|mangs|mongu	<i>adj</i><br><ol><li>many</li></ol>
manna|mannanum|mannað|mannans	<i>noun</i><br><ol><li>manna</li><li>(botany) fruit of an elm tree</li></ol>
mannfrøði|mannfrøðinnar|mannfrøðini|mannfrøðin|mannfrøðina	<i>noun</i><br><ol><li>anthropology</li></ol>
mannfólk|mannfólkini|mannfólks|mannfólkum|mannfólkunum|mannfólkinum|mannfólki|mannfólkið|mannfólksins|mannfólka|mannfólkanna	<i>noun</i><br><ol><li>male</li></ol>
mannin|menninar|manninum|manna|mannað|monnunum|manni|mannin|maðurin|mans|maður|mannanum|mannanna|monnum|mann|definite accusative singular form of maður|mannans|menn|mansins|menninir	<i>noun</i><br><ol><li>man, male</li></ol>
manskur	<i>adj</i><br><ol><li>Manx (pertaining to the Isle of Man)</li></ol>
marglittur|marglittan|marglittari|marglittum|marglittar|marglitt|marglits|marglittir|marglitta	<i>adj</i><br><ol><li>colourful</li></ol>
mariuhøna|mariuhønu|mariuhønurnar|mariuhønunnar|mariuhønan|mariuhønum|mariuhønanna|mariuhønuni|mariuhønur|mariuhønuna|mariuhønunum	<i>noun</i><br><ol><li>ladybug, ladybird (Any beetle of the taxonomic family Coccinellidae)</li></ol>
mark|markið|marksins|markum|markunum|markini|markarinnar|mørkina|marki|mørkini|marks|mørkin|marka|mørkum|merkurnar|markin|merkur|markina|markar|markirnar|mørk|markinum|mørkunum|mark|markanna|markir	<i>noun</i><br><ol><li>(kvæði) forest</li><li>(in phrases) pasture</li><li>(biblical) field</li><li>sign</li><li>border, frontier</li></ol>
marmorbleikur|marmorbleiks|marmorbleika|marmorbleikari|marmorbleikan|marmorbleik|marmorbleikt|marmorbleikum|marmorbleikar|marmorbleikir	<i>adj</i><br><ol><li>marble pale</li></ol>
mars	<i>noun</i><br><ol><li>March (month of the Gregorian calendar)</li></ol>
marsvín|marsvínsins|marsvíni|marsvínunum|marsvínið|marsvínanna|marsvínum|marsvína|marsvíns|marsvíninum|marsvínini	<i>noun</i><br><ol><li>a guinea pig (rodent)</li></ol>
marur|mararins|mari|mar|marin|marar|marurin|marinum	<i>noun</i><br><ol><li>(poetic) sea, ocean</li></ol>
marxisma|marxismunnar|marxismu|marxisman|marxismuni|marxismuna	<i>noun</i><br><ol><li>Marxism</li></ol>
materialisma|materialisman|materialismuni|materialismuna|materialismunnar|materialismu	<i>noun</i><br><ol><li>materialism</li></ol>
matseðil|matseðlanna|matseðla|matseðils|matseðlum|matseðli|matseðlinum|matseðlunum|matseðlarnar|matseðlarnir|matseðlar|matseðilsins|matseðilin	<i>noun</i><br><ol><li>menu</li></ol>
matstova|matstovuna|matstovunum|matstovurnar|matstovum|matstovan|matstovuni|matstovunnar|matstovu|matstovur|matstovanna	<i>noun</i><br><ol><li>restaurant</li><li>dining room</li></ol>
matur|matinum|mati|mat|matin|maturin|matarins|matar	<i>noun</i><br><ol><li>meal, food</li></ol>
maðkur|maðks|maðkin|maðkum|maðkinum|maðkunum|maðkarnir|maðkanna|møðkunum|møðkum|maðka|maðki|maðkarnar|maðkurin|maðksins|maðkar|maðk	<i>noun</i><br><ol><li>worm</li></ol>
maður|menninar|manninum|manna|mannað|monnunum|manni|mannin|maðurin|mans|mannanum|maður|mannanna|monnum|mann|definite accusative singular form of maður|mannans|menn|mansins|menninir	<i>noun</i><br><ol><li>man, male</li><li>husband</li><li>human being, people</li><li>sailor</li><li>member of a group</li><li>(chess) chessman (except pawns)</li></ol>
meg|hon|tú|teir|tann|ta (tí) (tá)|eg|honum|tit|tykkum|teimum|mjeg|tær|míns|mínari|tann (sá)|okkum|tess|hennara|mítt|mær|mín|teirra|hennar|vit|tjeg|tað|mínir|3ʳᵈ person masc.|tí (tann) (teim)|hansara|teim|teir (tá)|3ʳᵈ person neut.|teirri|hana|teirrar|3ʳᵈ person fem.|tey|mínar|tann (sú)|meg|teimum (teim)|hans|mína|hann|tí|tykkara|teg|jeg|tín|henni|okkara|míni|mínum	<i>pron</i><br><ol><li>me, accusative singular of eg (“I”)</li></ol>
mega|mást|mugu|mátti|máttu|muga|má	<i>verb</i><br><ol><li>must, may</li></ol>
megin|megins|meginsins|meginið|megini|megininum	<i>noun</i><br><ol><li>(rare) strength, power, ability</li></ol>
meginland|meginlanda|meginlands|meginlondini|meginlandið|meginlandi|meginlandinum|meginlandanna|meginlondunum|meginlandsins|meginlondum|meginlond	<i>noun</i><br><ol><li>mainland</li></ol>
meina|meinti|meinandi|meina|meint|meintu|meina!|meinað|meinir|mein!|meinaði|meinar|meinaðu|meintur|meinaður|meinið!|meini	<i>verb</i><br><ol><li>to damage, to hurt</li><li>to prevent, to avoid</li><li>to mean, to hold, to claim</li></ol>
meining|meiningar|meiningini|meiningin|meiningum|meiningunum|meiningarinnar|meiningina|meininga|meiningarnar|meininganna	<i>noun</i><br><ol><li>opinion</li><li>meaning</li></ol>
meir	<i>adv</i><br><ol><li>more</li></ol>
meira|superlative mest	<i>adv</i><br><ol><li>more</li></ol>
meistari|meistaran|meistararnir|meistaranum|meistarin|meistarar|meistararnar|meistarunum|meistarans|meistara|meistarum|meistaranna	<i>noun</i><br><ol><li>master, foreman, master craftsman</li><li>master practitioner, prof</li><li>(sports) champion</li><li>(biblical) teacher</li></ol>
melda|meldið!|meldaði|meldaður|meldar|meldaðu|melda!|meldi|meldandi|meldað	<i>verb</i><br><ol><li>to report</li></ol>
melduródn|melduródnin|melduródnina|melduródnum|melduródnarinnar|melduródnirnar|melduródnar|melduródnini|melduródnunum|melduródna|melduródnanna|melduródnir	<i>noun</i><br><ol><li>hurricane, tornado</li></ol>
melón|melónanna|melónini|melónirnar|melónunum|melónum|melónir|melónin|melónarinnar|melónar|melónina|melóna	<i>noun</i><br><ol><li>melon</li></ol>
men|menina|menarinnar|menum|menarnar|menanna|menar|menini|menirnar|menin|mena|menunum|menir	<i>noun</i><br><ol><li>(rare, Mykines) The spinal cord</li></ol><br><i>conj</i><br><ol><li>but</li></ol>
menning|menningarinnar|menningar|menningini|menningin|menningina	<i>noun</i><br><ol><li>development, progress</li><li>(weather) increase of wind</li></ol>
menniskja|menniskjað|menniskjum|menniskjunum|menniskja|menniskjna|menniskjur|menniskju|menniskjunnar|menniskjanna|menniskjan|menniskjans|menniskjuna|menniskjurnar|menniskjnanna|menniskjanum|menniskjuni	<i>noun</i><br><ol><li>human, human being (Homo sapiens sapiens)</li><li>human, individual, person</li></ol>
mentan|mentanirnar|mentanunum|mentanina|mentanin|mentana|mentanini|mentanum|mentanarinnar|mentanar|mentananna|mentanir	<i>noun</i><br><ol><li>culture</li></ol>
mentanin	<i>noun</i><br><ol><li>Definite case of mentan</li><li>The culture</li></ol>
mentir|mentanna|menta|mentirnar|mentum|mentunum	<i>noun</i><br><ol><li>art, capability, skill</li><li>(spiritual) culture</li><li>(archaic) wizardry, witchcraft</li><li>(archaic) power</li></ol>
mer|merini|mera|merum|merar|merina|merarnar|merin|meranna|merunum|merarinnar	<i>noun</i><br><ol><li>mare, female horse</li></ol>
merja|mart|mardu|merj!|merjandi|mardur|merjið!|mardi|merjir|merji	<i>verb</i><br><ol><li>to hurt</li></ol>
merki|merkjunum|merkinum|merkini|merkið|merkisins|merkis|merkir|merkjanna|merkja|merkjum	<i>noun</i><br><ol><li>sign, mark</li><li>banner, flag</li><li>Merkið, the Faroese flag</li></ol>
merkja|merkjandi|merkt|merkir|merktu|merk!|merki|merkið!|merkti|merktur	<i>verb</i><br><ol><li>to mean</li><li>to notice</li><li>to signify</li></ol>
messa|messanna|messur|messan|messuna|messurnar|messuni|messum|messunum|messu|messunnar	<i>noun</i><br><ol><li>(religion, church) mass, service</li><li>(religion, church) holiday</li><li>(nautical) mess</li></ol>
messing|messingini|messingin|messings|messinginum|messingsins|messing|messingið|messingi|messingar|messingarinnar|messingina	<i>noun</i><br><ol><li>brass</li><li>(rare) brass</li></ol>
mest|of nógv|superlative mest|meira	<i>adv</i><br><ol><li>most</li></ol>
met|metunum|meta|metanna|meti|metið|metsins|metini|metinum|mets|metum	<i>noun</i><br><ol><li>prestige, image, reputation, regard</li><li>record</li></ol>
meta|metar|metið!|metaði|meti|mettur|metaður|meta!|metaðu|metir|metti|metað|mettu|metandi|mett|met	<i>verb</i><br><ol><li>to measure, esteem, consider</li></ol>
meting|metingunum|metingar|metingini|metinganna|metingum|metingin|metinga|metingina|metingarinnar|metingarnar	<i>noun</i><br><ol><li>measurement, estimate</li></ol>
mettur|mettari|mettan|mettir|metta|mettastur|mettum|mets|mettar|mett	<i>adj</i><br><ol><li>full (having eaten enough, not hungry)</li></ol>
metur|metursins|meturin|metranna|metrarnir|metri|metrum|meturs|metrunum|metrar|metra|metrinum|metrarnar	<i>noun</i><br><ol><li>meter, metre</li></ol>
meyra|meyrum|meyrunum|meyrunnar|meyru|meyranna|meyran|meyrurnar|meyrur|meyruni|meyruna	<i>noun</i><br><ol><li>ant (Fam.: Formicidae)</li></ol>
meyruslag|meyrusløg|meyruslaganna|meyruslagsins|meyruslagi|meyruslagið|meyrusløgum|meyruslags|meyrusløgunum|meyruslaginum|meyruslaga|meyruslagnum|meyrusløgini	<i>noun</i><br><ol><li>(biology, taxonomy) ant species</li></ol>
meyrusýra|meyrusýruna|meyrusýrunnar|meyrusýruni|meyrusýran|meyrusýru	<i>noun</i><br><ol><li>(biochemistry) formic acid (HCOOH)</li></ol>
meðan	<i>conj</i><br><ol><li>while</li></ol><br><i>adv</i><br><ol><li>meanwhile</li></ol>
meðni	<i>conj</i><br><ol><li>while</li></ol><br><i>adv</i><br><ol><li>so, thus, if needs must</li></ol>
middagur|middøgunum|middags|middegnum|middaga|middaganna|middagurin|middagar|middøgum|middagin|middagarnar|middagsins|middag|middegi|middagarnir	<i>noun</i><br><ol><li>midday, noon</li></ol>
mikil|mikið|miklir|miklari|mestur|miklan|mikla|mestum|mestar/ mestrar|mesta/ mestra|miklum|mest|meiri|mestari|mests|mikils|mestar|mestan|mestir|miklar|mesta	<i>adj</i><br><ol><li>great</li><li>important (persons)</li></ol>
mikið|miklir|meira|miklari|mestur|mikla|miklan|mestum|mestar/ mestrar|mesta/ mestra|miklum|mest|of nógv|meiri|mestari|mests|mikil|mikils|mestar|meir|mestan|mestir|miklar|mesta|superlative mest	<i>adv</i><br><ol><li>greatly, much, a lot</li></ol>
mikkjalsmessa|mikkjalsmessunum|mikkjalsmessuni|mikkjalsmessu|mikkjalsmessan|mikkjalsmessurnar|mikkjalsmessum|mikkjalsmessanna|mikkjalsmessunnar|mikkjalsmessur|mikkjalsmessuna	<i>name</i><br><ol><li>Michaelmas</li></ol>
mikudagur|mikudaganna|mikudagar|mikudag|mikudegi|mikudags|mikudegnum|mikudøgunum|mikudaga|mikudøgum|mikudagarnir|mikudagin|mikudagarnar|mikudagurin|mikudagsins	<i>noun</i><br><ol><li>Wednesday</li></ol>
mikukvøld|mikukvøldið|mikukvøldunum|mikukvøldsins|mikukvøldinum|mikukvølds|mikukvøldum|mikukvølda|mikukvøldi|mikukvøldanna|mikukvøldini	<i>noun</i><br><ol><li>Wednesday evening</li></ol>
millum	<i>prep</i><br><ol><li>(with accusative or with genitive) between, among</li></ol>
milt|milts|miltis|miltið|milta|miltum|miltini|milti|miltisins|miltnum|miltsins|miltinum|miltanna|miltir|miltunum	<i>noun</i><br><ol><li>spleen</li></ol>
milti|miltis|miltið|milta|miltum|miltini|miltisins|miltnum|miltinum|miltanna|miltir|miltunum	<i>noun</i><br><ol><li>spleen</li></ol>
minka|minkaður|minkandi|minkaði|minka!|minki|minkar|minkið!|minkað|minkaðu	<i>verb</i><br><ol><li>to lessen</li></ol>
minna|minnandi|mintur|mintu|minnið!|minnir|minn!|minni|mint|minti	<i>verb</i><br><ol><li>to remind</li></ol>
