Abril|Abríl	<i>name</i><br><ol><li>April</li></ol>
marikas|marikás	<i>adj</i><br><ol><li>(Naga) fast; swift; rapid</li></ol>
marikason|marikáson	<i>adj</i><br><ol><li>(Naga) intensified form of marikas</li></ol>
maringgaw	<i>adj</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) mischievous</li></ol>
maringis	<i>adj</i><br><ol><li>violent; cruel</li></ol>
marpil	<i>noun</i><br><ol><li>ivory</li></ol>
martilyo	<i>noun</i><br><ol><li>hammer</li></ol><br><i>verb</i><br><ol><li>to hammer, to strike with a hammer</li></ol>
masa	<i>noun</i><br><ol><li>dough</li></ol>
masabotan|masabutan	<i>verb</i><br><ol><li>to understand</li></ol>
masaga	<i>adj</i><br><ol><li>(of colour) dark, deep</li></ol>
masagbasag|maságbaság	<i>noun</i><br><ol><li>(anatomy) nasal bone, nose bridge</li></ol>
masahe	<i>noun</i><br><ol><li>massage</li></ol>
masahista	<i>noun</i><br><ol><li>masseur; masseuse</li></ol>
masakit|masákit	<i>adj</i><br><ol><li>(Naga) difficult</li></ol>
masakitan	<i>verb</i><br><ol><li>(Naga) to find something difficult, hard, complex</li></ol>
masakiton	<i>adj</i><br><ol><li>(Naga) intensified form of masakit</li></ol>
masakrot	<i>adj</i><br><ol><li>acrid in taste</li></ol>
masaldang|masaldáng	<i>adj</i><br><ol><li>(Naga) sunny</li></ol>
masaldangan	<i>verb</i><br><ol><li>(Naga) to be aired out (by the sun)</li></ol>
masalinggaya	<i>adj</i><br><ol><li>blissful, delightful, wonderful</li></ol>
masanggaya	<i>adj</i><br><ol><li>blissful, delightful, wonderful</li></ol>
masarig	<i>adj</i><br><ol><li>strong, durable, firm, tough</li></ol>
masawa	<i>verb</i><br><ol><li>to get bored; to get fed up; to get sick and tired</li></ol>
masid|masíd	<i>noun</i><br><ol><li>observing</li></ol>
masikmol	<i>verb</i><br><ol><li>to feel disgusted</li></ol>
masimpil	<i>verb</i><br><ol><li>to get irritated (for the wound)</li><li>to get irked</li></ol>
masiram|masirám	<i>adj</i><br><ol><li>delicious</li></ol>
masiri|masirî	<i>adj</i><br><ol><li>short-tempered; thin-skinned</li><li>greedy</li><li>selfish</li></ol>
masirom|masirum|masirúm|masiróm	<i>adj</i><br><ol><li>full of ants; infested with ants</li></ol>
maski	<i>conj</i><br><ol><li>even if; even so; even though; although</li></ol>
masungyaw|masungyáw	<i>adj</i><br><ol><li>mischievous</li></ol>
masunuan	<i>verb</i><br><ol><li>(Naga) to like; to prefer</li></ol>
masuripot|masurípot	<i>adj</i><br><ol><li>wise, equitable, just, fair, impartial.</li></ol>
masuya	<i>verb</i><br><ol><li>to get annoyed; to get irritated</li><li>to get exasperated; to get vexed</li><li>to get bored; to get fed up</li><li>to get irked</li><li>to feel disgusted</li></ol>
mata|matá	<i>noun</i><br><ol><li>(anatomy) eye</li></ol><br><i>adj</i><br><ol><li>awake</li></ol>
mataba|matabâ|matabá	<i>adj</i><br><ol><li>fat; obese; fatty; bulky; voluminous</li><li>greasy (for food)</li><li>rich; fertile (for soil)</li></ol>
matabang|matàbang	<i>adj</i><br><ol><li>insipid, bland, tasteless</li></ol>
matadong	<i>adj</i><br><ol><li>upright (of good morals)</li></ol>
matagas|matagás	<i>adj</i><br><ol><li>hard</li></ol>
matagiti	<i>adj</i><br><ol><li>drizzly; raining lightly</li></ol>
matakla|mataklâ	<i>adj</i><br><ol><li>rusty</li></ol>
matakrog|matakróg	<i>adj</i><br><ol><li>(slang) noisy, full of noise</li></ol>
matalbo|matalbó	<i>adj</i><br><ol><li>dusty</li></ol>
matalimon	<i>adj</i><br><ol><li>round</li></ol>
matalsok	<i>noun</i><br><ol><li>(anatomy, dialectal, vulgar, angry register) eye</li></ol>
matamlay|matanglay	<i>adj</i><br><ol><li>frail; debilitated</li><li>feeble</li></ol>
matanda|matandâ	<i>adj</i><br><ol><li>bright; intelligent</li></ol>
matanga|matánga|matangâ	<i>noun</i><br><ol><li>late-night</li></ol><br><i>adj</i><br><ol><li>full of ants; infested with ants</li></ol>
matangli	<i>adj</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) rancid</li></ol>
matanog|matanóg	<i>adj</i><br><ol><li>(Naga) sonorous; resonant</li></ol>
matapobre	<i>noun</i><br><ol><li>One who looks down on others, particularly the poor.</li></ol><br><i>adj</i><br><ol><li>Pertaining to one who looks down on others.</li></ol><br><i>verb</i><br><ol><li>to look down on others</li></ol>
matapos	<i>verb</i><br><ol><li>to come to an end</li></ol>
matarom|mataróm	<i>adj</i><br><ol><li>sharp (able to cut easily)</li></ol>
mati|matì	<i>noun</i><br><ol><li>feeling; sensation</li></ol>
matibay	<i>adj</i><br><ol><li>skilled, competent</li><li>(in extension) strong; firm; stable</li></ol>
matiniktinik|matinik-tinik	<i>adj</i><br><ol><li>drizzly; raining lightly</li></ol>
matipid	<i>adj</i><br><ol><li>frugal; austere; thrifty</li></ol>
matiwasay	<i>adj</i><br><ol><li>peaceful; orderly</li></ol>
matiyaga|matiyagâ	<i>adj</i><br><ol><li>persevering</li><li>patient</li></ol>
matris|matrís	<i>noun</i><br><ol><li>(anatomy) womb; uterus</li></ol>
matua|matùa	<i>adj</i><br><ol><li>firstborn</li></ol>
matubig	<i>adj</i><br><ol><li>watery; aqueous</li></ol>
matubis|matubís	<i>adj</i><br><ol><li>tiny</li><li>meticulous</li></ol>
matulang	<i>adj</i><br><ol><li>bony; full of bones</li></ol>
matun-og|matun-óg	<i>adj</i><br><ol><li>(Sorsogon) bedewed; dewy</li></ol>
matungka	<i>verb</i><br><ol><li>(Naga) to feel sleepy</li></ol>
matunog|matùnog|matunóg	<i>adj</i><br><ol><li>(Daet, Tabaco–Legazpi–Sorsogon) sonorous; resonant</li><li>(Tabaco, Legazpi) bedewed; dewy</li></ol>
matunok|mátunok|matunók	<i>adj</i><br><ol><li>thorny, having thorns</li></ol><br><i>verb</i><br><ol><li>to step on or be pierced by a thorn, shard of glass, a nail, etc.</li></ol>
maugay	<i>adj</i><br><ol><li>compassionate</li><li>graceful</li></ol>
maugma	<i>adj</i><br><ol><li>glad; gay; happy; merry</li></ol><br><i>verb</i><br><ol><li>to be happy, glad, gay, merry</li></ol>
maugmang aldaw nin pagkamundag	<i>intj</i><br><ol><li>happy birthday</li></ol>
maugmang pasko	<i>phrase</i><br><ol><li>merry Christmas</li></ol>
maugmang pasko asin magayagayang bagong taon	<i>phrase</i><br><ol><li>Merry Christmas and a Happy New Year</li></ol>
maukdan	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to be able to learn; to be educated</li></ol>
maulam|maulám	<i>adj</i><br><ol><li>wild</li></ol>
maulap	<i>adj</i><br><ol><li>(Daet) cloudy</li></ol>
maulokan	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to find something funny</li></ol>
maumayan	<i>verb</i><br><ol><li>to recover</li></ol>
maumoy	<i>verb</i><br><ol><li>to get bored; to get fed up</li></ol>
maurag|maúrag	<i>adj</i><br><ol><li>skilled, competent</li><li>virile; lustful; lewd</li></ol>
mauran|maruán	<i>adj</i><br><ol><li>rainy</li></ol>
maurop	<i>adj</i><br><ol><li>industrious; ingenious</li></ol>
mausol	<i>verb</i><br><ol><li>to have an asthmatic attack</li></ol>
mauswag	<i>adj</i><br><ol><li>progressive</li><li>prosperous; thriving</li></ol>
mauyam	<i>verb</i><br><ol><li>to get annoyed; to get bothered</li><li>to get exasperated; to get vexed</li></ol>
mauyit	<i>verb</i><br><ol><li>(Partido) to get angry, mad at</li></ol>
mauyitan	<i>verb</i><br><ol><li>(Partido) to get scolded; to get angered, mad at</li></ol>
maw-ot|maw-ót	<i>verb</i><br><ol><li>(Partido, Sorsogon) to hope; to expect</li></ol>
maw-oton|maw-otón	<i>verb</i><br><ol><li>(Partido, Sorsogon) to hope; to expect</li></ol>
mawot|màwot	<i>verb</i><br><ol><li>(Naga, Tabaco, Legazpi) to hope; to expect</li></ol>
mawoton|mawuton|màwotón|màwutón	<i>verb</i><br><ol><li>(Naga, Tabaco, Legazpi) to hope; to expect</li></ol>
may	<i>verb</i><br><ol><li>there is; there's</li><li>to have</li></ol>
maya	<i>noun</i><br><ol><li>sparrow</li></ol>
mayaman	<i>adj</i><br><ol><li>rich; wealthy</li></ol>
mayo|mayò	<i>adj</i><br><ol><li>(Naga) absent</li></ol><br><i>pron</i><br><ol><li>(Naga, indefinite) nothing; none; no one; nobody</li></ol>
mayong ano man	<i>phrase</i><br><ol><li>(Naga) you're welcome</li></ol>
mayong supog	<i>intj</i><br><ol><li>(Naga, derogatory) Shameless.</li><li>(Naga, derogatory) An exclamation to a shocking or aggravating wrongdoing.</li></ol><br><i>adj</i><br><ol><li>(Naga, derogatory) Of being inconsiderate, rude, or selfish.</li></ol><br><i>noun</i><br><ol><li>(Naga, derogatory) An inconsiderate person.</li></ol>
mayoriya|mayorya	<i>noun</i><br><ol><li>majority; plurality</li></ol>
mayumok|mayumók	<i>adj</i><br><ol><li>smooth (of cloth or any similar materials)</li></ol>
medisina	<i>noun</i><br><ol><li>medicine</li></ol>
merkado	<i>noun</i><br><ol><li>market</li></ol>
mga	<i>article</i><br><ol><li>used to pluralize nouns: -s, -es</li></ol>
mi	<i>pron</i><br><ol><li>by us, of us</li><li>Our—exclusive of person spoken to.</li></ol>
midbid	<i>adj</i><br><ol><li>(formal) acquainted; recognized</li></ol><br><i>verb</i><br><ol><li>(formal, literary) to recognize</li></ol>
mimi	<i>noun</i><br><ol><li>(anatomy) breast; teat; udder</li></ol>
mimihan	<i>verb</i><br><ol><li>to suck milk from the breast</li></ol>
minoriya|minorya	<i>noun</i><br><ol><li>minority</li></ol>
minsan	<i>adv</i><br><ol><li>(Naga) sometimes</li></ol>
mirasol	<i>noun</i><br><ol><li>(botany) sunflower</li></ol>
miyentras	<i>conj</i><br><ol><li>while/whilst</li><li>whereas</li></ol>
miyentras tanto	<i>adv</i><br><ol><li>meanwhile; in the meantime</li></ol>
mo	<i>adj</i><br><ol><li>second person singular possessive adjective; your</li></ol>
mos	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to go</li></ol>
mos na	<i>phrase</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) let's go</li></ol>
moskitero	<i>noun</i><br><ol><li>mosquito net</li></ol>
motorsiklo	<i>noun</i><br><ol><li>motorcycle</li></ol>
muda	<i>noun</i><br><ol><li>swear word; curse word</li></ol>
muklat|muklát	<i>noun</i><br><ol><li>manner of opening one's eyes</li></ol>
mulmol	<i>noun</i><br><ol><li>suction</li></ol>
mun-a	<i>particle</i><br><ol><li>(Partido, Sorsogon) Used to indicate something to be done for a moment</li></ol>
muna|múna|mûna|nguna	<i>particle</i><br><ol><li>Used to indicate something to be done for a moment</li></ol>
mundag	<i>noun</i><br><ol><li>birth; inception</li></ol>
mundo|mundô|mundó	<i>noun</i><br><ol><li>world; earth</li><li>sadness, sorrow, dejection, grief</li><li>awe, overwhelm</li></ol>
munggo	<i>noun</i><br><ol><li>mung bean (Vigna radiata)</li></ol>
munisipal	<i>adj</i><br><ol><li>municipal</li></ol>
munisipiyo|munisipyo	<i>noun</i><br><ol><li>town hall, municipal hall, city hall</li><li>municipality</li></ol>
munyeka|munyika|munika	<i>noun</i><br><ol><li>(Naga) doll</li></ol>
muot|mùot	<i>noun</i><br><ol><li>(formal) love</li></ol>
muraway	<i>noun</i><br><ol><li>glory, bliss</li></ol>
muro|murô	<i>noun</i><br><ol><li>(Naga, anatomy) finger</li></ol>
muruputo|muruputó	<i>noun</i><br><ol><li>youngest child; last born child</li></ol>
murusdot|murusdót	<i>noun</i><br><ol><li>a frown</li></ol>
murusot|murusót	<i>noun</i><br><ol><li>a frown</li></ol>
muting|mutíng	<i>noun</i><br><ol><li>(pathology) cataract</li></ol>
muwit	<i>adj</i><br><ol><li>inarticulate</li></ol>
muya|muyá	<i>verb</i><br><ol><li>(Partido, Tabaco–Legazpi–Sorsogon) to like; to want; to desire; to prefer</li><li>(Partido, Tabaco–Legazpi–Sorsogon) to mean something</li></ol>
muya taka	<i>phrase</i><br><ol><li>(Partido, Tabaco–Legazpi–Sorsogon) I like you</li></ol>
muyahon	<i>verb</i><br><ol><li>(Partido, Tabaco–Legazpi–Sorsogon) to like, to want something</li></ol>
na	<i>adv</i><br><ol><li>already</li></ol><br><i>particle</i><br><ol><li>connects consonant ending noun or adjective to a noun or adjective that it modifies.</li></ol>
nag-uurag|nag-uúrag	<i>adj</i><br><ol><li>improving, developing</li></ol>
naga|nagâ|nága	<i>noun</i><br><ol><li>wild duck</li><li>(archaic) the narra tree (Pterocarpus indicus)</li></ol>
nagbugtak	<i>verb</i><br><ol><li>complete aspect of magbugtak</li></ol>
naghab-as	<i>verb</i><br><ol><li>(Sorsogon) complete aspect of maghab-as</li></ol>
naghab-on	<i>verb</i><br><ol><li>(Partido) complete aspect of maghab-on</li></ol>
naghabas|naghàbas	<i>verb</i><br><ol><li>(Tabaco, Legazpi) complete aspect of maghabas</li></ol>
naghabon|naghàbon	<i>verb</i><br><ol><li>(Naga) complete aspect of maghabon</li></ol>
naghahab-as	<i>verb</i><br><ol><li>(Sorsogon) progressive aspect of maghab-as</li></ol>
naghahab-on	<i>verb</i><br><ol><li>(Partido) progressive aspect of maghab-on</li></ol>
naghahabas|naghahàbas	<i>verb</i><br><ol><li>(Tabaco, Legazpi) progressive aspect of maghabas</li></ol>
naghahabon|naghahàbon	<i>verb</i><br><ol><li>(Naga) progressive aspect of maghabon</li></ol>
nagini	<i>noun</i><br><ol><li>demon forming part of a trinity with "arapayan" and "makbarubak" in Bikol mythology</li></ol>
nagom|nàgom	<i>noun</i><br><ol><li>something that is delectable</li></ol>
nakainom|nakainóm	<i>adj</i><br><ol><li>(formal) drunk; inebriated</li><li>(formal) intoxicated (in alcohol)</li></ol>
nakakamati ako nin gutom	<i>phrase</i><br><ol><li>I'm hungry</li></ol>
nali|nalî	<i>adj</i><br><ol><li>curious; excited</li></ol><br><i>noun</i><br><ol><li>curiosity</li><li>excitement over a new experience or of possessing something new .</li></ol>
namamanwaan	<i>noun</i><br><ol><li>(formal) citizen</li></ol>
namamayo|namamayó	<i>noun</i><br><ol><li>leader; chief; head; chairman</li></ol>
namarapara|namarapará	<i>verb</i><br><ol><li>to make sudden, unexpected appearance after a long absence</li></ol>
namit	<i>noun</i><br><ol><li>taste, flavor</li></ol>
namitan	<i>verb</i><br><ol><li>to taste</li></ol>
namok|namók	<i>noun</i><br><ol><li>mosquito</li></ol>
namumuot ako saimo	<i>phrase</i><br><ol><li>I'm in love with you</li></ol>
namumutan|namumùtan	<i>adj</i><br><ol><li>(literary, formal) beloved, someone who is loved</li></ol>
namumutan taka	<i>phrase</i><br><ol><li>(literary, formal) I love you</li></ol>
nan	<i>conj</i><br><ol><li>(Sorsogon) and</li></ol>
nanay|tatay	<i>noun</i><br><ol><li>one's own mother or mother-in-law</li><li>an affectionate or honorific term for an older woman</li></ol>
nanggad|nanggád	<i>adv</i><br><ol><li>really; truly</li></ol>
nanudan|nanùdan	<i>adj</i><br><ol><li>(Naga) learned</li><li>(Naga) educated</li></ol><br><i>noun</i><br><ol><li>(Naga) education</li></ol>
nanà	<i>noun</i><br><ol><li>pus</li></ol>
nara	<i>noun</i><br><ol><li>the narra tree (Pterocarpus indicus)</li></ol>
nasain|nasàin	<i>adv</i><br><ol><li>(interrogative, locative) where</li></ol>
nasiyon|nasyon	<i>noun</i><br><ol><li>nation; country</li></ol>
nata|ngatà|natà|nyatà|ngata|nyata	<i>adv</i><br><ol><li>(Tabaco–Legazpi–Sorsogon, interrogative) why</li></ol>
natad	<i>noun</i><br><ol><li>front yard</li></ol>
natok|natók	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) coconut milk</li></ol>
natokan	<i>verb</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) to add coconut milk</li></ol>
natong|natóng	<i>noun</i><br><ol><li>taro, Colocasia esculenta, raised as a food primarily for its corm, which distantly resembles potato.</li></ol>
naukdan|naukdán	<i>adj</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) learned</li><li>(Tabaco–Legazpi–Sorsogon) educated</li></ol><br><i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) education</li></ol>
nawa|nawá	<i>noun</i><br><ol><li>birthmark</li></ol>
nayog|nayóg	<i>adj</i><br><ol><li>large and round</li></ol>
negar	<i>verb</i><br><ol><li>to deny</li></ol>
nem	<i>phrase</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) what's up</li></ol>
ngabil	<i>noun</i><br><ol><li>(anatomy) lip</li></ol>
ngalas	<i>adj</i><br><ol><li>surprised; astounded; amazed</li></ol>
nganga	<i>verb</i><br><ol><li>to open the mouth</li></ol>
ngani|nganì	<i>particle</i><br><ol><li>A particle used to indicate affirmation.</li></ol>
nganing	<i>conj</i><br><ol><li>so that</li></ol>
ngaragngag	<i>noun</i><br><ol><li>(anatomy) palate, roof of the mouth</li></ol>
ngaran	<i>noun</i><br><ol><li>name</li></ol>
ngarig	<i>conj</i><br><ol><li>so that</li></ol>
ngaringi	<i>noun</i><br><ol><li>whine</li><li>wail</li></ol>
ngaros|ngarós	<i>noun</i><br><ol><li>(anatomy) gum</li></ol>
ngaspak	<i>noun</i><br><ol><li>(anatomy, angry register) mouth</li></ol>
ngidam	<i>adj</i><br><ol><li>pregnant</li></ol>
ngilit|ngilít	<i>noun</i><br><ol><li>brim, the topmost rim or lip of a container</li></ol>
ngimot|kimot	<i>noun</i><br><ol><li>(Tabaco–Legazpi–Sorsogon, anatomy) mouth</li></ol>
ngipon	<i>noun</i><br><ol><li>(anatomy) tooth</li></ol>
ngirit	<i>noun</i><br><ol><li>smile; grin</li><li>(by extension) laugh</li></ol>
ngiritan	<i>verb</i><br><ol><li>to smile, to grin at someone</li><li>(by extension) to laugh</li></ol>
ngisi	<i>noun</i><br><ol><li>smile; grin</li><li>(Naga) laugh</li></ol>
ngisihan	<i>verb</i><br><ol><li>to smile, to grin at someone</li><li>(Naga) to laugh</li></ol>
ngislo	<i>noun</i><br><ol><li>(anatomy, angry register) mouth</li></ol>
ngiwi|ngiwí	<i>noun</i><br><ol><li>lip (of a fish), rim (of a glass)</li><li>(by extension, anatomy) lip</li></ol>
ngiyaw|ngiyáw	<i>noun</i><br><ol><li>meow</li></ol>
ngudoy|ngudóy	<i>noun</i><br><ol><li>snout</li></ol>
nguhod|nguhód	<i>adj</i><br><ol><li>lastborn</li></ol>
ngunyan|ngunyán	<i>adv</i><br><ol><li>now</li></ol>
ngurapak|surapak|nguraspak	<i>noun</i><br><ol><li>(anatomy, angry register) mouth</li></ol>
nguris|ngurís	<i>verb</i><br><ol><li>(angry register) to have a frown on one's face</li></ol>
ngurol	<i>noun</i><br><ol><li>dullness (of any edge of a blade)</li></ol>
nguso|ngusò	<i>noun</i><br><ol><li>(Naga, anatomy) mouth</li></ol>
nguta|ngutâ	<i>noun</i><br><ol><li>chew</li></ol>
nguta-nguta|ngutâ-ngutâ	<i>noun</i><br><ol><li>mastication, chewing</li></ol>
nguya|nguyâ	<i>noun</i><br><ol><li>chew</li></ol>
nguya-nguya|nguyâ-nguyâ	<i>noun</i><br><ol><li>mastication, chewing</li></ol>
ni isay|nisay|niisay	<i>pron</i><br><ol><li>(interrogative, objective) whom</li></ol>
nigo|nigò|nígo	<i>noun</i><br><ol><li>a winnowing basket</li></ol><br><i>adj</i><br><ol><li>fitting; proper; suitable</li></ol>
nin|ning	<i>prep</i><br><ol><li>(formal, Naga) of (expressing possession)</li></ol>
ninang|ninong	<i>noun</i><br><ol><li>godmother</li></ol>
ninda	<i>pron</i><br><ol><li>by them, of them; their</li></ol>
nindo|nindó	<i>pron</i><br><ol><li>(in the plural) by you, of you; your</li></ol>
ninong|ninang	<i>noun</i><br><ol><li>godfather</li></ol>
nipa	<i>noun</i><br><ol><li>nipa palm</li></ol>
nipis	<i>noun</i><br><ol><li>thinness</li></ol>
niwang	<i>noun</i><br><ol><li>thinness; slenderness; slightness; slimness</li></ol>
niya|niyá	<i>pron</i><br><ol><li>his; her</li><li>3rd person singular ergative pronoun: he; she</li></ol>
niyamo|niamò|niyamò|niamo|nyamò|nyamo	<i>pron</i><br><ol><li>(literary, formal) Our—exclusive of person spoken to.</li></ol>
niyaon|niyáon|nyaon|niya-on	<i>adj</i><br><ol><li>(formal) present</li></ol><br><i>adv</i><br><ol><li>(formal, location) over there (near the speaker but far from the listener)</li></ol>
niyato|niato|nyatò|nyato|niatò|niyatò	<i>pron</i><br><ol><li>(literary, formal) by us, of us (including the person talking to)</li><li>(literary, formal) our</li></ol>
niyog|niyóg	<i>noun</i><br><ol><li>coconut</li></ol>
nobela	<i>noun</i><br><ol><li>novel</li></ol>
nom	<i>phrase</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) what's up</li></ol>
nu-udma	<i>adv</i><br><ol><li>(rare) tomorrow</li></ol>
nuarin	<i>pron</i><br><ol><li>(interrogative) when; used when the expected answer will happen in the future.</li></ol>
nudan|nùdan	<i>verb</i><br><ol><li>(Naga) to learn</li></ol>
nugad|nugád	<i>adv</i><br><ol><li>(Tabaco–Legazpi–Sorsogon) sometimes</li></ol>
